date,state,usage,tavg,tmin,tmax,prcp
2019-05-16,Tamil Nadu,300.7,33.2,28.7,39.0,0.0
2019-05-16,Uttar Pradesh,357.5,34.3,28.9,40.3,0.0
2019-05-17,Delhi,100.7,29.6,21.6,37.0,0.0
2019-05-17,Karnataka,165.4,24.0,21.4,33.6,9.9
2019-05-17,Maharashtra,374.0,30.4,24.8,33.8,0.0
2019-05-17,Rajasthan,198.7,24.0,21.4,33.6,9.9
2019-05-17,Tamil Nadu,305.3,32.8,28.4,38.2,0.0
2019-05-17,Uttar Pradesh,359.1,32.8,26.1,40.7,0.0
2019-05-18,Delhi,98.9,28.7,19.5,37.4,10.9
2019-05-18,Karnataka,160.8,27.7,21.4,33.6,18.8
2019-05-18,Maharashtra,364.8,30.8,25.5,34.0,0.0
2019-05-18,Rajasthan,159.3,27.7,21.4,33.6,18.8
2019-05-18,Tamil Nadu,284.4,32.7,28.0,38.1,0.0
2019-05-18,Uttar Pradesh,364.1,30.6,23.7,40.1,0.0
2019-05-19,Delhi,91.9,31.9,23.2,37.0,0.0
2019-05-19,Karnataka,235.4,28.2,23.8,34.0,0.0
2019-05-19,Maharashtra,495.0,31.3,25.2,35.6,0.0
2019-05-19,Rajasthan,205.5,28.2,23.8,34.0,0.0
2019-05-19,Tamil Nadu,324.7,32.9,27.7,39.0,0.0
2019-05-19,Uttar Pradesh,342.3,32.2,25.1,38.7,0.0
2019-05-20,Delhi,99.3,34.0,22.8,40.0,0.0
2019-05-20,Karnataka,230.6,28.0,24.4,34.8,0.0
2019-05-20,Maharashtra,494.5,30.9,25.4,34.6,0.0
2019-05-20,Rajasthan,216.8,28.0,24.4,34.8,0.0
2019-05-20,Tamil Nadu,323.2,33.1,27.6,38.4,0.0
2019-05-20,Uttar Pradesh,362.0,33.3,24.7,40.7,0.0
2019-05-21,Delhi,106.7,35.3,25.2,41.0,0.0
2019-05-21,Karnataka,233.1,28.5,24.0,34.4,0.0
2019-05-21,Maharashtra,500.6,30.6,26.8,33.6,0.0
2019-05-21,Rajasthan,221.1,28.5,24.0,34.4,0.0
2019-05-21,Tamil Nadu,337.7,33.1,27.6,39.0,0.0
2019-05-21,Uttar Pradesh,380.7,35.3,26.1,42.3,0.0
2019-05-22,Delhi,111.4,33.4,26.4,41.0,0.0
2019-05-22,Karnataka,241.9,26.9,20.8,34.8,0.0
2019-05-22,Maharashtra,513.1,30.4,27.6,33.0,0.0
2019-05-22,Rajasthan,226.7,26.9,20.8,34.8,0.0
2019-05-22,Tamil Nadu,342.2,33.1,27.8,39.0,0.0
2019-05-22,Uttar Pradesh,387.1,35.3,30.1,42.7,0.0
2019-05-23,Delhi,109.7,33.7,25.0,40.0,0.0
2019-05-23,Karnataka,236.5,26.5,22.6,34.6,15.0
2019-05-23,Maharashtra,511.8,30.5,26.8,33.8,0.0
2019-05-23,Rajasthan,226.5,26.5,22.6,34.6,15.0
2019-05-23,Tamil Nadu,352.2,33.0,28.0,38.8,0.0
2019-05-23,Uttar Pradesh,387.1,36.1,29.8,42.2,0.0
2019-05-24,Delhi,103.2,29.8,23.8,40.4,6.1
2019-05-24,Karnataka,236.5,26.1,22.4,34.0,3.8
2019-05-24,Maharashtra,513.3,31.0,27.2,34.0,0.0
2019-05-24,Rajasthan,228.3,26.1,22.4,34.0,3.8
2019-05-24,Tamil Nadu,352.2,32.9,28.5,38.6,0.0
2019-05-24,Uttar Pradesh,364.0,35.4,30.1,42.6,0.0
2019-05-25,Delhi,98.7,32.5,24.5,37.0,0.0
2019-05-25,Karnataka,219.1,24.8,21.0,33.5,0.0
2019-05-25,Maharashtra,504.1,30.8,27.4,33.8,0.0
2019-05-25,Rajasthan,224.7,24.8,21.0,33.5,0.0
2019-05-25,Tamil Nadu,325.7,33.6,27.8,40.0,0.0
2019-05-25,Uttar Pradesh,358.7,33.2,28.7,42.3,0.0
2019-05-26,Delhi,46.1,34.2,23.0,39.2,0.0
2019-05-26,Karnataka,226.4,26.4,20.8,33.8,0.0
2019-05-26,Maharashtra,395.6,30.7,26.6,33.8,0.0
2019-05-26,Rajasthan,178.7,26.4,20.8,33.8,0.0
2019-05-26,Tamil Nadu,276.5,33.9,28.4,41.0,0.0
2019-05-26,Uttar Pradesh,240.8,33.3,24.1,40.7,0.0
2019-05-27,Delhi,48.7,35.1,25.4,42.0,0.0
2019-05-27,Karnataka,238.3,27.7,20.0,33.8,37.3
2019-05-27,Maharashtra,403.6,30.9,27.7,33.6,0.0
2019-05-27,Rajasthan,171.9,27.7,20.0,33.8,37.3
2019-05-27,Tamil Nadu,302.6,33.5,28.3,40.3,0.0
2019-05-27,Uttar Pradesh,247.4,34.7,24.8,42.9,0.0
2019-05-28,Delhi,46.0,34.6,23.0,42.0,0.0
2019-05-28,Karnataka,231.2,27.5,24.7,34.2,0.0
2019-05-28,Maharashtra,394.4,30.9,26.5,34.0,0.0
2019-05-28,Rajasthan,171.4,27.5,24.7,34.2,0.0
2019-05-28,Tamil Nadu,290.7,34.2,28.6,41.0,0.0
2019-05-28,Uttar Pradesh,241.6,34.0,25.7,43.3,0.0
2019-05-29,Delhi,46.1,36.6,24.6,43.0,0.0
2019-05-29,Karnataka,214.9,27.9,23.0,33.6,0.3
2019-05-29,Maharashtra,357.9,30.9,27.2,34.0,0.0
2019-05-29,Rajasthan,161.2,27.9,23.0,33.6,0.3
2019-05-29,Tamil Nadu,256.3,33.8,29.1,40.1,0.0
2019-05-29,Uttar Pradesh,239.9,34.7,23.5,43.7,0.0
2019-05-30,Delhi,44.1,38.2,26.8,45.0,0.0
2019-05-30,Karnataka,213.6,27.8,23.0,34.0,0.0
2019-05-30,Maharashtra,328.0,30.9,28.2,34.0,0.0
2019-05-30,Rajasthan,127.9,27.8,23.0,34.0,0.0
2019-05-30,Tamil Nadu,245.9,32.8,28.6,39.6,0.0
2019-05-30,Uttar Pradesh,238.9,35.7,26.5,44.1,0.0
2019-05-31,Delhi,44.4,38.7,28.4,45.0,0.0
2019-05-31,Karnataka,217.4,26.5,23.8,33.3,0.0
2019-05-31,Maharashtra,348.2,30.9,26.6,34.2,0.0
2019-05-31,Rajasthan,105.8,26.5,23.8,33.3,0.0
2019-05-31,Tamil Nadu,244.7,34.0,28.2,40.0,0.0
2019-05-31,Uttar Pradesh,217.3,33.4,27.9,44.9,0.0
2019-06-01,Delhi,43.4,37.6,27.6,44.8,0.0
2019-06-01,Karnataka,216.0,27.5,21.0,33.2,1.5
2019-06-01,Maharashtra,349.6,31.1,28.0,34.8,0.0
2019-06-01,Rajasthan,114.65,27.5,21.0,33.2,1.5
2019-06-01,Tamil Nadu,244.6,34.2,29.0,41.0,0.0
2019-06-01,Uttar Pradesh,218.35000000000002,33.7,28.1,41.0,0.0
2019-06-02,Delhi,42.4,37.3,30.8,43.5,0.0
2019-06-02,Karnataka,214.6,26.2,21.8,33.2,0.0
2019-06-02,Maharashtra,351.0,31.3,27.6,34.2,0.0
2019-06-02,Rajasthan,123.5,26.2,21.8,33.2,0.0
2019-06-02,Tamil Nadu,244.5,34.4,28.6,41.0,0.0
2019-06-02,Uttar Pradesh,219.4,33.5,27.5,40.6,0.0
2019-06-03,Delhi,78.4,35.9,29.4,42.5,0.0
2019-06-03,Karnataka,146.0,25.5,21.2,32.1,8.4
2019-06-03,Maharashtra,357.7,31.3,29.4,34.4,0.0
2019-06-03,Rajasthan,203.1,25.5,21.2,32.1,8.4
2019-06-03,Tamil Nadu,253.7,33.2,28.2,41.1,0.0
2019-06-03,Uttar Pradesh,296.7,31.9,26.9,40.2,0.0
2019-06-04,Delhi,75.9,36.7,28.7,41.0,0.0
2019-06-04,Karnataka,146.2,26.9,22.1,30.5,0.0
2019-06-04,Maharashtra,383.7,30.9,28.7,33.8,0.0
2019-06-04,Rajasthan,202.6,26.9,22.1,30.5,0.0
2019-06-04,Tamil Nadu,257.5,33.9,29.0,40.8,0.0
2019-06-04,Uttar Pradesh,290.5,33.7,27.3,40.833333333333336,0.0
2019-06-05,Delhi,74.2,37.5,29.8,42.2,0.0
2019-06-05,Karnataka,147.4,25.3,20.8,31.8,0.0
2019-06-05,Maharashtra,387.9,31.0,28.5,34.2,0.0
2019-06-05,Rajasthan,200.6,25.3,20.8,31.8,0.0
2019-06-05,Tamil Nadu,262.0,33.6,28.8,39.8,0.0
2019-06-05,Uttar Pradesh,286.8,35.1,29.0,41.46666666666667,0.0
2019-06-06,Delhi,75.9,37.7,28.6,44.0,0.0
2019-06-06,Karnataka,147.2,25.8,20.6,32.4,20.3
2019-06-06,Maharashtra,383.7,31.2,29.0,34.8,0.0
2019-06-06,Rajasthan,202.3,25.8,20.6,32.4,20.3
2019-06-06,Tamil Nadu,259.4,32.8,28.2,39.2,0.0
2019-06-06,Uttar Pradesh,286.7,33.2,30.7,42.1,0.0
2019-06-07,Delhi,76.0,35.0,26.4,43.9,0.0
2019-06-07,Karnataka,141.8,25.4,20.6,32.0,20.1
2019-06-07,Maharashtra,363.2,31.6,28.5,34.4,0.0
2019-06-07,Rajasthan,204.3,25.4,20.6,32.0,20.1
2019-06-07,Tamil Nadu,266.0,33.3,28.2,38.7,0.0
2019-06-07,Uttar Pradesh,302.9,32.2,23.8,41.7,7.9
2019-06-08,Delhi,69.1,37.9,28.0,42.6,0.0
2019-06-08,Karnataka,140.1,26.3,22.5,31.5,0.0
2019-06-08,Maharashtra,347.4,32.0,29.6,35.0,0.0
2019-06-08,Rajasthan,197.0,26.3,22.5,31.5,0.0
2019-06-08,Tamil Nadu,241.5,34.0,27.2,41.0,0.0
2019-06-08,Uttar Pradesh,287.8,34.8,28.4,41.900000000000006,0.0
2019-06-09,Delhi,60.8,37.4,27.2,43.4,0.0
2019-06-09,Karnataka,132.6,26.7,22.3,33.1,0.0
2019-06-09,Maharashtra,313.9,31.7,30.4,36.4,0.0
2019-06-09,Rajasthan,185.3,26.7,22.3,33.1,0.0
2019-06-09,Tamil Nadu,195.7,35.1,28.1,43.0,0.0
2019-06-09,Uttar Pradesh,290.0,35.9,28.9,42.1,0.0
2019-06-10,Delhi,67.9,39.2,27.4,45.0,0.0
2019-06-10,Karnataka,211.9,24.9,22.0,33.6,0.0
2019-06-10,Maharashtra,412.4,30.1,25.0,35.2,3.0
2019-06-10,Rajasthan,225.2,24.9,22.0,33.6,0.0
2019-06-10,Tamil Nadu,278.2,35.2,28.8,43.0,0.0
2019-06-10,Uttar Pradesh,259.4,35.5,29.1,43.2,0.0
2019-06-11,Delhi,67.7,38.6,30.4,45.6,0.0
2019-06-11,Karnataka,216.2,25.0,21.0,30.0,0.0
2019-06-11,Maharashtra,417.1,30.7,23.0,34.0,39.9
2019-06-11,Rajasthan,208.1,25.0,21.0,30.0,0.0
2019-06-11,Tamil Nadu,281.6,34.8,29.6,41.5,0.0
2019-06-11,Uttar Pradesh,231.2,34.8,29.9,42.9,0.0
2019-06-12,Delhi,70.8,36.0,30.0,44.5,0.0
2019-06-12,Karnataka,216.0,24.2,21.6,30.0,0.0
2019-06-12,Maharashtra,417.4,28.4,26.0,33.4,0.0
2019-06-12,Rajasthan,227.0,24.2,21.6,30.0,0.0
2019-06-12,Tamil Nadu,289.8,35.2,29.4,41.0,0.0
2019-06-12,Uttar Pradesh,242.7,32.0,30.7,42.2,0.0
2019-06-13,Delhi,70.4,37.0,29.0,41.6,0.0
2019-06-13,Karnataka,218.7,24.8,22.0,29.4,0.0
2019-06-13,Maharashtra,413.3,29.4,24.1,34.2,15.0
2019-06-13,Rajasthan,224.8,24.8,22.0,29.4,0.0
2019-06-13,Tamil Nadu,294.9,33.1,30.0,41.6,0.0
2019-06-13,Uttar Pradesh,259.8,32.8,29.4,36.8,0.0
2019-06-14,Delhi,72.5,37.6,30.6,43.0,0.0
2019-06-14,Karnataka,219.4,25.3,22.0,31.4,0.0
2019-06-14,Maharashtra,397.6,28.7,26.0,33.6,17.0
2019-06-14,Rajasthan,219.2,25.3,22.0,31.4,0.0
2019-06-14,Tamil Nadu,298.9,35.3,27.5,41.0,0.0
2019-06-14,Uttar Pradesh,246.2,35.8,30.1,42.5,0.0
2019-06-15,Delhi,58.6,37.9,27.8,43.7,0.0
2019-06-15,Karnataka,202.8,26.5,21.2,31.0,0.0
2019-06-15,Maharashtra,351.6,29.7,24.6,33.6,45.0
2019-06-15,Rajasthan,221.5,26.5,21.2,31.0,0.0
2019-06-15,Tamil Nadu,283.2,35.1,27.4,42.0,0.0
2019-06-15,Uttar Pradesh,239.0,37.5,27.0,43.75,0.0
2019-06-16,Delhi,63.7,31.5,28.4,43.4,0.0
2019-06-16,Karnataka,197.3,26.8,21.5,31.7,0.0
2019-06-16,Maharashtra,361.6,30.2,26.6,33.2,13.0
2019-06-16,Rajasthan,221.8,26.8,21.5,31.7,0.0
2019-06-16,Tamil Nadu,272.9,34.9,29.5,42.1,0.0
2019-06-16,Uttar Pradesh,249.1,33.9,27.05,45.0,0.0
2019-06-17,Delhi,102.8,30.3,25.6,36.3,0.5
2019-06-17,Karnataka,225.8,26.5,21.6,32.2,0.0
2019-06-17,Maharashtra,507.0,30.4,27.5,33.4,6.1
2019-06-17,Rajasthan,226.8,26.5,21.6,32.2,0.0
2019-06-17,Tamil Nadu,348.9,34.7,29.6,42.0,0.0
2019-06-17,Uttar Pradesh,412.7,32.8,27.1,41.7,0.0
2019-06-18,Delhi,110.8,28.5,20.6,35.0,10.9
2019-06-18,Karnataka,221.7,25.9,21.0,32.4,0.0
2019-06-18,Maharashtra,513.6,28.7,26.5,32.0,7.1
2019-06-18,Rajasthan,230.7,25.9,21.0,32.4,0.0
2019-06-18,Tamil Nadu,359.7,35.2,29.4,42.0,0.0
2019-06-18,Uttar Pradesh,413.5,32.7,28.0,41.0,0.0
2019-06-19,Delhi,114.0,32.2,24.2,37.0,0.0
2019-06-19,Karnataka,219.4,26.6,21.5,31.2,0.0
2019-06-19,Maharashtra,513.9,29.3,25.7,32.0,19.1
2019-06-19,Rajasthan,233.6,26.6,21.5,31.2,0.0
2019-06-19,Tamil Nadu,364.0,34.2,30.4,42.0,0.0
2019-06-19,Uttar Pradesh,428.3,27.2,26.55,39.5,0.0
2019-06-20,Delhi,114.5,33.5,25.4,38.2,0.0
2019-06-20,Karnataka,218.9,25.7,22.2,32.3,1.3
2019-06-20,Maharashtra,522.1,30.4,26.7,33.4,0.5
2019-06-20,Rajasthan,240.3,25.7,22.2,32.3,1.3
2019-06-20,Tamil Nadu,365.3,32.8,27.0,41.1,0.0
2019-06-20,Uttar Pradesh,442.0,31.3,25.1,36.1,0.0
2019-06-21,Delhi,105.5,35.1,28.2,39.0,0.0
2019-06-21,Karnataka,205.3,24.6,20.7,30.6,0.0
2019-06-21,Maharashtra,505.3,30.7,28.1,33.2,0.0
2019-06-21,Rajasthan,234.0,24.6,20.7,30.6,0.0
2019-06-21,Tamil Nadu,355.5,32.7,26.6,41.0,0.0
2019-06-21,Uttar Pradesh,398.2,33.1,29.1,37.25,0.0
2019-06-22,Delhi,109.2,35.6,27.2,40.0,0.0
2019-06-22,Karnataka,194.1,25.1,21.6,29.4,0.0
2019-06-22,Maharashtra,503.3,30.7,27.4,33.2,0.0
2019-06-22,Rajasthan,238.8,25.1,21.6,29.4,0.0
2019-06-22,Tamil Nadu,351.6,32.0,26.6,40.0,0.0
2019-06-22,Uttar Pradesh,406.1,30.9,27.1,38.4,0.3
2019-06-23,Delhi,99.9,35.3,28.6,40.3,0.0
2019-06-23,Karnataka,176.0,23.8,20.8,29.4,3.0
2019-06-23,Maharashtra,487.5,30.7,28.6,33.2,0.0
2019-06-23,Rajasthan,239.8,23.8,20.8,29.4,3.0
2019-06-23,Tamil Nadu,328.3,31.5,25.1,40.0,0.0
2019-06-23,Uttar Pradesh,414.7,28.6,27.4,37.7,0.0
2019-06-24,Delhi,77.7,32.1,27.4,40.5,0.0
2019-06-24,Karnataka,233.6,24.5,21.0,29.4,26.4
2019-06-24,Maharashtra,445.9,29.3,25.4,31.2,0.0
2019-06-24,Rajasthan,234.2,24.5,21.0,29.4,26.4
2019-06-24,Tamil Nadu,283.0,31.7,25.6,37.0,11.9
2019-06-24,Uttar Pradesh,281.2,32.2,27.7,38.3,0.0
2019-06-25,Delhi,75.9,34.2,27.8,39.0,0.0
2019-06-25,Karnataka,233.8,25.0,21.4,29.7,0.0
2019-06-25,Maharashtra,457.6,29.7,26.5,32.4,0.5
2019-06-25,Rajasthan,240.4,25.0,21.4,29.7,0.0
2019-06-25,Tamil Nadu,294.0,31.8,24.1,36.5,5.1
2019-06-25,Uttar Pradesh,283.7,32.0,28.4,39.1,0.0
2019-06-26,Delhi,76.6,35.8,29.6,41.0,0.0
2019-06-26,Karnataka,234.8,24.6,21.6,29.8,0.0
2019-06-26,Maharashtra,460.2,29.6,26.0,33.0,14.0
2019-06-26,Rajasthan,238.7,24.6,21.6,29.8,0.0
2019-06-26,Tamil Nadu,297.4,30.2,25.0,37.0,0.0
2019-06-26,Uttar Pradesh,283.2,32.4,28.966666666666665,38.7,0.0
2019-06-27,Delhi,75.0,35.3,28.6,41.1,0.0
2019-06-27,Karnataka,233.2,24.9,21.6,30.5,0.0
2019-06-27,Maharashtra,464.3,28.9,26.2,33.0,4.1
2019-06-27,Rajasthan,238.6,24.9,21.6,30.5,0.0
2019-06-27,Tamil Nadu,302.3,31.8,22.5,38.0,20.1
2019-06-27,Uttar Pradesh,270.6,35.3,29.533333333333335,40.1,0.0
2019-06-28,Delhi,76.0,35.8,27.2,41.2,0.0
2019-06-28,Karnataka,233.6,25.2,21.0,31.0,2.0
2019-06-28,Maharashtra,466.0,27.0,25.0,30.0,4.1
2019-06-28,Rajasthan,237.6,25.2,21.0,31.0,2.0
2019-06-28,Tamil Nadu,300.3,33.6,27.6,40.0,0.0
2019-06-28,Uttar Pradesh,283.9,35.8,30.1,41.5,0.0
2019-06-29,Delhi,71.4,38.1,30.0,42.0,0.0
2019-06-29,Karnataka,228.6,25.1,21.0,31.2,0.0
2019-06-29,Maharashtra,464.7,26.7,23.0,30.0,235.0
2019-06-29,Rajasthan,245.5,25.1,21.0,31.2,0.0
2019-06-29,Tamil Nadu,299.5,34.0,28.6,40.1,0.0
2019-06-29,Uttar Pradesh,284.6,36.1,29.8,42.1,0.0
2019-06-30,Delhi,60.3,37.9,32.0,42.3,0.0
2019-06-30,Karnataka,214.7,24.6,21.6,30.6,0.0
2019-06-30,Maharashtra,424.1,27.2,24.2,29.0,93.0
2019-06-30,Rajasthan,231.0,24.6,21.6,30.6,0.0
2019-06-30,Tamil Nadu,270.3,34.4,29.4,40.2,0.0
2019-06-30,Uttar Pradesh,282.3,31.3,28.575,42.6,7.1
2019-07-01,Delhi,103.8,36.8,30.6,42.2,0.0
2019-07-01,Karnataka,158.5,25.6,21.0,29.8,0.0
2019-07-01,Maharashtra,424.5,26.3,24.0,28.0,91.9
2019-07-01,Rajasthan,180.9,25.6,21.0,29.8,0.0
2019-07-01,Tamil Nadu,282.0,33.7,29.3,37.2,0.0
2019-07-01,Uttar Pradesh,379.4,33.8,27.35,40.900000000000006,0.3
2019-07-02,Delhi,110.9,34.9,30.0,41.6,0.0
2019-07-02,Karnataka,160.1,25.5,21.5,30.5,0.0
2019-07-02,Maharashtra,433.7,26.6,23.4,28.0,374.9
2019-07-02,Rajasthan,196.9,25.5,21.5,30.5,0.0
2019-07-02,Tamil Nadu,281.3,33.3,29.2,38.1,0.0
2019-07-02,Uttar Pradesh,388.0,30.3,26.125,39.2,11.9
2019-07-03,Delhi,117.8,34.9,30.6,38.4,0.0
2019-07-03,Karnataka,169.0,25.4,21.4,30.8,0.0
2019-07-03,Maharashtra,431.6,27.4,24.0,30.0,34.0
2019-07-03,Rajasthan,215.6,25.4,21.4,30.8,0.0
2019-07-03,Tamil Nadu,283.3,33.3,27.8,38.0,0.0
2019-07-03,Uttar Pradesh,379.5,32.2,24.9,37.4,9.9
2019-07-04,Delhi,115.7,30.9,28.6,39.4,0.0
2019-07-04,Karnataka,168.4,24.4,21.6,30.8,0.0
2019-07-04,Maharashtra,426.7,28.1,25.0,30.0,4.1
2019-07-04,Rajasthan,222.0,24.4,21.6,30.8,0.0
2019-07-04,Tamil Nadu,279.8,34.2,27.5,40.0,0.0
2019-07-04,Uttar Pradesh,372.6,33.1,28.9,38.03333333333333,0.0
2019-07-05,Delhi,117.0,28.8,26.9,38.6,1.0
2019-07-05,Karnataka,168.0,23.7,20.8,30.3,0.0
2019-07-05,Maharashtra,426.8,28.6,25.6,30.0,23.1
2019-07-05,Rajasthan,231.7,23.7,20.8,30.3,0.0
2019-07-05,Tamil Nadu,284.2,33.5,28.0,40.2,0.0
2019-07-05,Uttar Pradesh,400.1,31.4,26.95,38.666666666666664,0.0
2019-07-06,Delhi,110.1,33.4,26.5,37.0,24.9
2019-07-06,Karnataka,160.0,23.8,20.7,29.0,0.0
2019-07-06,Maharashtra,424.0,28.3,24.0,30.0,78.0
2019-07-06,Rajasthan,237.9,23.8,20.7,29.0,0.0
2019-07-06,Tamil Nadu,284.2,32.9,29.0,40.2,0.0
2019-07-06,Uttar Pradesh,368.5,27.6,25.0,39.3,43.9
2019-07-07,Delhi,102.1,32.1,27.6,37.0,0.0
2019-07-07,Karnataka,155.9,24.5,20.7,28.6,1.0
2019-07-07,Maharashtra,414.1,29.2,25.0,30.2,40.9
2019-07-07,Rajasthan,229.1,24.5,20.7,28.6,1.0
2019-07-07,Tamil Nadu,261.3,34.1,29.0,39.2,0.0
2019-07-07,Uttar Pradesh,341.6,27.6,25.1,34.1,37.1
2019-07-08,Delhi,57.8,33.7,28.6,36.0,0.0
2019-07-08,Karnataka,196.4,24.4,20.6,29.2,0.0
2019-07-08,Maharashtra,380.5,28.2,25.1,29.0,31.0
2019-07-08,Rajasthan,171.8,24.4,20.6,29.2,0.0
2019-07-08,Tamil Nadu,253.7,34.0,28.8,40.2,0.0
2019-07-08,Uttar Pradesh,280.3,28.9,25.2,34.4,50.0
2019-07-09,Delhi,56.8,31.6,28.8,36.7,0.0
2019-07-09,Karnataka,207.2,23.8,20.0,29.5,0.0
2019-07-09,Maharashtra,399.1,28.9,26.0,31.8,130.0
2019-07-09,Rajasthan,163.0,23.8,20.0,29.5,0.0
2019-07-09,Tamil Nadu,255.0,32.4,26.6,39.6,0.0
2019-07-09,Uttar Pradesh,260.2,27.1,26.1,34.7,26.9
2019-07-10,Delhi,59.9,33.9,28.2,37.0,0.0
2019-07-10,Karnataka,205.5,23.2,19.5,29.6,0.0
2019-07-10,Maharashtra,410.2,27.3,26.0,29.0,7.1
2019-07-10,Rajasthan,167.2,23.2,19.5,29.6,0.0
2019-07-10,Tamil Nadu,261.7,31.3,25.0,39.6,9.9
2019-07-10,Uttar Pradesh,284.4,27.0,25.5,30.8,21.1
2019-07-11,Delhi,62.2,35.4,31.0,39.0,0.0
2019-07-11,Karnataka,198.2,24.2,20.2,29.4,0.0
2019-07-11,Maharashtra,404.4,28.6,25.0,31.0,50.0
2019-07-11,Rajasthan,168.0,24.2,20.2,29.4,0.0
2019-07-11,Tamil Nadu,259.0,32.3,27.3,37.6,0.0
2019-07-11,Uttar Pradesh,296.3,26.7,24.900000000000002,32.05,121.9
2019-07-12,Delhi,62.6,34.9,30.6,39.2,0.0
2019-07-12,Karnataka,183.5,25.3,20.8,31.4,7.1
2019-07-12,Maharashtra,429.8,29.3,23.0,32.0,24.9
2019-07-12,Rajasthan,211.8,25.3,20.8,31.4,7.1
2019-07-12,Tamil Nadu,291.4,31.9,26.8,37.0,0.0
2019-07-12,Uttar Pradesh,268.3,30.4,24.3,33.3,10.9
2019-07-13,Delhi,63.4,35.6,31.1,39.4,0.0
2019-07-13,Karnataka,186.2,25.2,21.0,31.2,2.5
2019-07-13,Maharashtra,433.4,28.6,25.4,30.4,4.1
2019-07-13,Rajasthan,215.5,25.2,21.0,31.2,2.5
2019-07-13,Tamil Nadu,279.1,31.2,25.3,37.6,17.0
2019-07-13,Uttar Pradesh,266.6,31.6,28.7,34.9,0.0
2019-07-14,Delhi,64.0,34.3,30.3,39.6,0.0
2019-07-14,Karnataka,186.4,24.7,21.3,30.0,1.0
2019-07-14,Maharashtra,429.8,29.4,25.4,31.0,10.9
2019-07-14,Rajasthan,218.7,24.7,21.3,30.0,1.0
2019-07-14,Tamil Nadu,273.6,30.5,26.2,36.0,0.0
2019-07-14,Uttar Pradesh,265.9,31.4,29.1,35.9,0.0
2019-07-15,Delhi,60.4,29.1,24.0,37.7,0.0
2019-07-15,Karnataka,188.0,24.2,21.4,30.8,0.3
2019-07-15,Maharashtra,431.0,29.6,28.2,31.0,3.0
2019-07-15,Rajasthan,220.6,24.2,21.4,30.8,0.3
2019-07-15,Tamil Nadu,267.5,30.5,26.4,38.2,0.0
2019-07-15,Uttar Pradesh,260.0,28.9,23.5,36.4,0.0
2019-07-16,Delhi,58.0,29.2,24.0,34.7,0.0
2019-07-16,Karnataka,176.5,24.8,21.0,30.4,3.0
2019-07-16,Maharashtra,417.1,29.1,26.2,30.2,3.0
2019-07-16,Rajasthan,215.0,24.8,21.0,30.4,3.0
2019-07-16,Tamil Nadu,244.6,32.0,23.0,38.8,23.9
2019-07-16,Uttar Pradesh,255.2,29.1,22.8,35.8,0.0
2019-07-17,Delhi,61.6,27.0,24.0,33.4,22.1
2019-07-17,Karnataka,247.7,24.8,21.0,30.3,3.0
2019-07-17,Maharashtra,457.5,29.5,27.2,32.4,4.1
2019-07-17,Rajasthan,220.5,24.8,21.0,30.3,3.0
2019-07-17,Tamil Nadu,338.2,31.1,25.6,37.1,0.8
2019-07-17,Uttar Pradesh,289.0,31.3,26.5,35.5,0.0
2019-07-18,Delhi,61.7,27.0,23.5,31.7,11.9
2019-07-18,Karnataka,252.8,24.3,21.4,29.3,40.4
2019-07-18,Maharashtra,466.3,29.9,26.6,32.0,7.1
2019-07-18,Rajasthan,218.3,24.3,21.4,29.3,40.4
2019-07-18,Tamil Nadu,348.0,32.3,27.6,37.0,0.0
2019-07-18,Uttar Pradesh,297.0,32.0,27.8,36.1,0.0
2019-07-19,Delhi,60.1,31.9,25.0,36.0,4.1
2019-07-19,Karnataka,250.4,23.6,21.6,28.4,1.0
2019-07-19,Maharashtra,462.2,30.1,26.6,33.4,2.0
2019-07-19,Rajasthan,211.7,23.6,21.6,28.4,1.0
2019-07-19,Tamil Nadu,349.7,30.2,26.3,37.1,0.0
2019-07-19,Uttar Pradesh,295.8,31.9,27.3,37.1,0.0
2019-07-20,Delhi,46.1,30.7,26.0,36.2,0.0
2019-07-20,Karnataka,247.6,23.4,20.6,28.4,1.3
2019-07-20,Maharashtra,406.8,28.6,26.2,32.2,0.3
2019-07-20,Rajasthan,187.8,23.4,20.6,28.4,1.3
2019-07-20,Tamil Nadu,339.8,31.3,25.4,37.0,0.0
2019-07-20,Uttar Pradesh,274.1,32.1,27.1,37.4,0.0
2019-07-21,Delhi,54.4,30.6,25.6,36.7,8.9
2019-07-21,Karnataka,248.4,23.0,20.6,27.7,0.0
2019-07-21,Maharashtra,439.2,29.2,25.2,32.6,6.1
2019-07-21,Rajasthan,199.1,23.0,20.6,27.7,0.0
2019-07-21,Tamil Nadu,347.6,31.2,28.0,36.0,0.0
2019-07-21,Uttar Pradesh,268.5,30.2,28.1,37.5,0.0
2019-07-22,Delhi,57.9,31.3,24.6,36.5,50.0
2019-07-22,Karnataka,249.4,22.2,19.9,27.6,3.3
2019-07-22,Maharashtra,460.8,29.8,25.0,33.4,16.0
2019-07-22,Rajasthan,208.2,22.2,19.9,27.6,3.3
2019-07-22,Tamil Nadu,349.2,28.1,25.1,35.4,3.0
2019-07-22,Uttar Pradesh,267.7,31.9,26.7,37.5,0.0
2019-07-23,Delhi,58.2,34.2,28.2,37.0,4.1
